exp,video,segment,SubSegment,frame,path,n_masks,n_masks^3,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim,avg_mask_area,avg_bbox_area,avg_mask_strength,avg_bbox_width,avg_bbox_height,mask_centroid_dist,bbox_centroid_dist,Label,label_LSTM,is_padding
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2775,22_08_2024/2024-08-22_15_45_00_000/2/2775.jpg,1,,[10806],"[[229.0, 405.0]]",[0.7189986],[218.3],[0],[14385.0],"[[232.0, 410.0]]","[[105.0, 137.0]]",10806.0,14385.0,218.3,105.0,105.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2776,22_08_2024/2024-08-22_15_45_00_000/2/2776.jpg,1,,[10811],"[[229.0, 405.0]]",[0.718897],[218.29],[0],[14385.0],"[[232.0, 410.0]]","[[105.0, 137.0]]",10811.0,14385.0,218.29,105.0,105.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2777,22_08_2024/2024-08-22_15_45_00_000/2/2777.jpg,1,,[4042],"[[236.0, 417.0]]",[0.61166734],[225.87],[0],[5320.0],"[[238.0, 419.0]]","[[70.0, 76.0]]",4042.0,5320.0,225.87,70.0,70.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2778,22_08_2024/2024-08-22_15_45_00_000/2/2778.jpg,1,,[4042],"[[236.0, 417.0]]",[0.61166734],[225.87],[0],[5320.0],"[[238.0, 419.0]]","[[70.0, 76.0]]",4042.0,5320.0,225.87,70.0,70.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2779,22_08_2024/2024-08-22_15_45_00_000/2/2779.jpg,1,,[3853],"[[231.0, 417.0]]",[0.81140417],[228.79],[0],[5082.0],"[[234.0, 421.0]]","[[66.0, 77.0]]",3853.0,5082.0,228.79,66.0,66.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2780,22_08_2024/2024-08-22_15_45_00_000/2/2780.jpg,1,,[3853],"[[231.0, 417.0]]",[0.81140417],[228.79],[0],[5082.0],"[[234.0, 421.0]]","[[66.0, 77.0]]",3853.0,5082.0,228.79,66.0,66.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2781,22_08_2024/2024-08-22_15_45_00_000/2/2781.jpg,1,,[3298],"[[225.0, 418.0]]",[0.7738524],[225.49],[0],[3960.0],"[[226.0, 420.0]]","[[55.0, 72.0]]",3298.0,3960.0,225.49,55.0,55.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2782,22_08_2024/2024-08-22_15_45_00_000/2/2782.jpg,1,,[3298],"[[225.0, 418.0]]",[0.7738524],[225.49],[0],[3960.0],"[[226.0, 420.0]]","[[55.0, 72.0]]",3298.0,3960.0,225.49,55.0,55.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2783,22_08_2024/2024-08-22_15_45_00_000/2/2783.jpg,1,,[2089],"[[226.0, 430.0]]",[0.8477378],[226.75],[0],[2745.0],"[[226.0, 431.0]]","[[45.0, 61.0]]",2089.0,2745.0,226.75,45.0,45.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2784,22_08_2024/2024-08-22_15_45_00_000/2/2784.jpg,1,,[2089],"[[226.0, 430.0]]",[0.8477377],[226.75],[0],[2745.0],"[[226.0, 431.0]]","[[45.0, 61.0]]",2089.0,2745.0,226.75,45.0,45.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2785,22_08_2024/2024-08-22_15_45_00_000/2/2785.jpg,1,,[2029],"[[226.0, 428.0]]",[0.8594931],[228.12],[0],[2520.0],"[[227.0, 430.0]]","[[45.0, 56.0]]",2029.0,2520.0,228.12,45.0,45.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2786,22_08_2024/2024-08-22_15_45_00_000/2/2786.jpg,1,,[2029],"[[226.0, 428.0]]",[0.8595528],[228.1],[0],[2520.0],"[[227.0, 430.0]]","[[45.0, 56.0]]",2029.0,2520.0,228.1,45.0,45.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2787,22_08_2024/2024-08-22_15_45_00_000/2/2787.jpg,1,,[1517],"[[229.0, 428.0]]",[0.8664251],[214.06],[0],[2028.0],"[[230.0, 432.0]]","[[39.0, 52.0]]",1517.0,2028.0,214.06,39.0,39.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2788,22_08_2024/2024-08-22_15_45_00_000/2/2788.jpg,1,,[1517],"[[229.0, 428.0]]",[0.8664251],[214.06],[0],[2028.0],"[[230.0, 432.0]]","[[39.0, 52.0]]",1517.0,2028.0,214.06,39.0,39.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2789,22_08_2024/2024-08-22_15_45_00_000/2/2789.jpg,1,,[1462],"[[227.0, 435.0]]",[0.93022573],[211.38],[0],[2009.0],"[[227.0, 439.0]]","[[41.0, 49.0]]",1462.0,2009.0,211.38,41.0,41.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2790,22_08_2024/2024-08-22_15_45_00_000/2/2790.jpg,1,,[1462],"[[227.0, 435.0]]",[0.9302259],[211.38],[0],[2009.0],"[[227.0, 439.0]]","[[41.0, 49.0]]",1462.0,2009.0,211.38,41.0,41.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2791,22_08_2024/2024-08-22_15_45_00_000/2/2791.jpg,1,,[1462],"[[227.0, 435.0]]",[0.9302259],[211.38],[0],[2009.0],"[[227.0, 439.0]]","[[41.0, 49.0]]",1462.0,2009.0,211.38,41.0,41.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2792,22_08_2024/2024-08-22_15_45_00_000/2/2792.jpg,1,,[3717],"[[225.0, 426.0]]",[0.7165959],[225.58],[0],[4636.0],"[[227.0, 427.0]]","[[61.0, 76.0]]",3717.0,4636.0,225.58,61.0,61.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2793,22_08_2024/2024-08-22_15_45_00_000/2/2793.jpg,1,,[3717],"[[225.0, 426.0]]",[0.7165959],[225.58],[0],[4636.0],"[[227.0, 427.0]]","[[61.0, 76.0]]",3717.0,4636.0,225.58,61.0,61.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2794,22_08_2024/2024-08-22_15_45_00_000/2/2794.jpg,1,,[2447],"[[218.0, 424.0]]",[0.82355005],[221.73],[0],[3402.0],"[[219.0, 427.0]]","[[54.0, 63.0]]",2447.0,3402.0,221.73,54.0,54.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2795,22_08_2024/2024-08-22_15_45_00_000/2/2795.jpg,1,,[2677],"[[225.0, 426.0]]",[0.74373907],[229.4],[0],[3276.0],"[[224.0, 427.0]]","[[52.0, 63.0]]",2677.0,3276.0,229.4,52.0,52.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2796,22_08_2024/2024-08-22_15_45_00_000/2/2796.jpg,1,,[2677],"[[225.0, 426.0]]",[0.74373907],[229.4],[0],[3276.0],"[[224.0, 427.0]]","[[52.0, 63.0]]",2677.0,3276.0,229.4,52.0,52.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2797,22_08_2024/2024-08-22_15_45_00_000/2/2797.jpg,1,,[2388],"[[223.0, 427.0]]",[0.90726954],[228.46],[0],[3068.0],"[[224.0, 428.0]]","[[52.0, 59.0]]",2388.0,3068.0,228.46,52.0,52.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2798,22_08_2024/2024-08-22_15_45_00_000/2/2798.jpg,1,,[2388],"[[223.0, 427.0]]",[0.90726566],[228.46],[0],[3068.0],"[[224.0, 428.0]]","[[52.0, 59.0]]",2388.0,3068.0,228.46,52.0,52.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2799,22_08_2024/2024-08-22_15_45_00_000/2/2799.jpg,1,,[1705],"[[225.0, 421.0]]",[0.8727506],[214.62],[0],[2392.0],"[[226.0, 422.0]]","[[46.0, 52.0]]",1705.0,2392.0,214.62,46.0,46.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2800,22_08_2024/2024-08-22_15_45_00_000/2/2800.jpg,1,,[1705],"[[225.0, 421.0]]",[0.8727506],[214.62],[0],[2392.0],"[[226.0, 422.0]]","[[46.0, 52.0]]",1705.0,2392.0,214.62,46.0,46.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2801,22_08_2024/2024-08-22_15_45_00_000/2/2801.jpg,1,,[1251],"[[228.0, 433.0]]",[0.8851865],[210.61],[0],[1534.0],"[[228.0, 433.0]]","[[26.0, 59.0]]",1251.0,1534.0,210.61,26.0,26.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2802,22_08_2024/2024-08-22_15_45_00_000/2/2802.jpg,1,,[1251],"[[228.0, 433.0]]",[0.8851865],[210.61],[0],[1534.0],"[[228.0, 433.0]]","[[26.0, 59.0]]",1251.0,1534.0,210.61,26.0,26.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2803,22_08_2024/2024-08-22_15_45_00_000/2/2803.jpg,1,,[1872],"[[227.0, 432.0]]",[0.8494927],[216.75],[0],[2860.0],"[[226.0, 430.0]]","[[44.0, 65.0]]",1872.0,2860.0,216.75,44.0,44.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2804,22_08_2024/2024-08-22_15_45_00_000/2/2804.jpg,1,,[1872],"[[227.0, 432.0]]",[0.8494946],[216.75],[0],[2860.0],"[[226.0, 430.0]]","[[44.0, 65.0]]",1872.0,2860.0,216.75,44.0,44.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2805,22_08_2024/2024-08-22_15_45_00_000/2/2805.jpg,1,,[1844],"[[219.0, 426.0]]",[0.9315735],[229.17],[0],[2880.0],"[[220.0, 427.0]]","[[40.0, 72.0]]",1844.0,2880.0,229.17,40.0,40.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2806,22_08_2024/2024-08-22_15_45_00_000/2/2806.jpg,1,,[1844],"[[219.0, 426.0]]",[0.9315736],[229.17],[0],[2880.0],"[[220.0, 427.0]]","[[40.0, 72.0]]",1844.0,2880.0,229.17,40.0,40.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2807,22_08_2024/2024-08-22_15_45_00_000/2/2807.jpg,1,,[502],"[[222.0, 444.0]]",[0.8023397],[184.1],[0],[696.0],"[[223.0, 445.0]]","[[24.0, 29.0]]",502.0,696.0,184.1,24.0,24.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2808,22_08_2024/2024-08-22_15_45_00_000/2/2808.jpg,1,,[502],"[[222.0, 444.0]]",[0.80233973],[184.1],[0],[696.0],"[[223.0, 445.0]]","[[24.0, 29.0]]",502.0,696.0,184.1,24.0,24.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2809,22_08_2024/2024-08-22_15_45_00_000/2/2809.jpg,1,,[693],"[[227.0, 435.0]]",[0.5553014],[165.79],[0],[984.0],"[[229.0, 437.0]]","[[24.0, 41.0]]",693.0,984.0,165.79,24.0,24.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2810,22_08_2024/2024-08-22_15_45_00_000/2/2810.jpg,1,,[693],"[[227.0, 435.0]]",[0.55473614],[165.79],[0],[984.0],"[[229.0, 437.0]]","[[24.0, 41.0]]",693.0,984.0,165.79,24.0,24.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2811,22_08_2024/2024-08-22_15_45_00_000/2/2811.jpg,1,,[1809],"[[224.0, 436.0]]",[0.7727121],[199.11],[0],[2236.0],"[[224.0, 437.0]]","[[43.0, 52.0]]",1809.0,2236.0,199.11,43.0,43.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2812,22_08_2024/2024-08-22_15_45_00_000/2/2812.jpg,1,,[1809],"[[224.0, 436.0]]",[0.7727121],[199.11],[0],[2236.0],"[[224.0, 437.0]]","[[43.0, 52.0]]",1809.0,2236.0,199.11,43.0,43.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2813,22_08_2024/2024-08-22_15_45_00_000/2/2813.jpg,1,,[1687],"[[225.0, 434.0]]",[0.8651526],[229.76],[0],[2173.0],"[[226.0, 435.0]]","[[41.0, 53.0]]",1687.0,2173.0,229.76,41.0,41.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2814,22_08_2024/2024-08-22_15_45_00_000/2/2814.jpg,1,,[1687],"[[225.0, 434.0]]",[0.8651526],[229.76],[0],[2173.0],"[[226.0, 435.0]]","[[41.0, 53.0]]",1687.0,2173.0,229.76,41.0,41.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2815,22_08_2024/2024-08-22_15_45_00_000/2/2815.jpg,1,,[2280],"[[226.0, 427.0]]",[0.9126257],[224.45],[0],[3174.0],"[[226.0, 427.0]]","[[46.0, 69.0]]",2280.0,3174.0,224.45,46.0,46.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2816,22_08_2024/2024-08-22_15_45_00_000/2/2816.jpg,1,,[2280],"[[226.0, 427.0]]",[0.9126257],[224.45],[0],[3174.0],"[[226.0, 427.0]]","[[46.0, 69.0]]",2280.0,3174.0,224.45,46.0,46.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2817,22_08_2024/2024-08-22_15_45_00_000/2/2817.jpg,1,,[651],"[[213.0, 435.0]]",[0.7448081],[224.12],[0],[750.0],"[[213.0, 435.0]]","[[25.0, 30.0]]",651.0,750.0,224.12,25.0,25.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2818,22_08_2024/2024-08-22_15_45_00_000/2/2818.jpg,1,,[651],"[[213.0, 435.0]]",[0.7448081],[224.12],[0],[750.0],"[[213.0, 435.0]]","[[25.0, 30.0]]",651.0,750.0,224.12,25.0,25.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2819,22_08_2024/2024-08-22_15_45_00_000/2/2819.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2820,22_08_2024/2024-08-22_15_45_00_000/2/2820.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2821,22_08_2024/2024-08-22_15_45_00_000/2/2821.jpg,1,,[276],"[[242.0, 432.0]]",[0.64313793],[169.42],[0],[323.0],"[[242.0, 433.0]]","[[19.0, 17.0]]",276.0,323.0,169.42,19.0,19.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2822,22_08_2024/2024-08-22_15_45_00_000/2/2822.jpg,1,,[276],"[[242.0, 432.0]]",[0.64313793],[169.42],[0],[323.0],"[[242.0, 433.0]]","[[19.0, 17.0]]",276.0,323.0,169.42,19.0,19.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2823,22_08_2024/2024-08-22_15_45_00_000/2/2823.jpg,1,,[1845],"[[226.0, 430.0]]",[0.81708354],[231.12],[0],[2279.0],"[[227.0, 430.0]]","[[43.0, 53.0]]",1845.0,2279.0,231.12,43.0,43.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2824,22_08_2024/2024-08-22_15_45_00_000/2/2824.jpg,1,,[1845],"[[226.0, 430.0]]",[0.81708354],[231.12],[0],[2279.0],"[[227.0, 430.0]]","[[43.0, 53.0]]",1845.0,2279.0,231.12,43.0,43.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2825,22_08_2024/2024-08-22_15_45_00_000/2/2825.jpg,1,,[417],"[[223.0, 445.0]]",[0.77188593],[167.93],[0],[540.0],"[[223.0, 445.0]]","[[18.0, 30.0]]",417.0,540.0,167.93,18.0,18.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2826,22_08_2024/2024-08-22_15_45_00_000/2/2826.jpg,1,,[417],"[[223.0, 445.0]]",[0.77188593],[167.93],[0],[540.0],"[[223.0, 445.0]]","[[18.0, 30.0]]",417.0,540.0,167.93,18.0,18.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2827,22_08_2024/2024-08-22_15_45_00_000/2/2827.jpg,1,,[11849],"[[226.0, 409.0]]",[0.72501594],[218.97],[0],[14729.0],"[[229.0, 415.0]]","[[103.0, 143.0]]",11849.0,14729.0,218.97,103.0,103.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2828,22_08_2024/2024-08-22_15_45_00_000/2/2828.jpg,1,,[11849],"[[226.0, 409.0]]",[0.72501594],[218.97],[0],[14729.0],"[[229.0, 415.0]]","[[103.0, 143.0]]",11849.0,14729.0,218.97,103.0,103.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2829,22_08_2024/2024-08-22_15_45_00_000/2/2829.jpg,1,,[1923],"[[222.0, 429.0]]",[0.8622493],[204.93],[0],[2401.0],"[[222.0, 430.0]]","[[49.0, 49.0]]",1923.0,2401.0,204.93,49.0,49.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2830,22_08_2024/2024-08-22_15_45_00_000/2/2830.jpg,1,,[1923],"[[222.0, 429.0]]",[0.8622493],[204.93],[0],[2401.0],"[[222.0, 430.0]]","[[49.0, 49.0]]",1923.0,2401.0,204.93,49.0,49.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2831,22_08_2024/2024-08-22_15_45_00_000/2/2831.jpg,1,,[1343],"[[221.0, 433.0]]",[0.88040894],[213.61],[0],[1750.0],"[[221.0, 434.0]]","[[35.0, 50.0]]",1343.0,1750.0,213.61,35.0,35.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2832,22_08_2024/2024-08-22_15_45_00_000/2/2832.jpg,1,,[1343],"[[221.0, 433.0]]",[0.88040507],[213.61],[0],[1750.0],"[[221.0, 434.0]]","[[35.0, 50.0]]",1343.0,1750.0,213.61,35.0,35.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2833,22_08_2024/2024-08-22_15_45_00_000/2/2833.jpg,1,,[1388],"[[223.0, 425.0]]",[0.83674985],[226.65],[0],[1610.0],"[[223.0, 426.0]]","[[35.0, 46.0]]",1388.0,1610.0,226.65,35.0,35.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2834,22_08_2024/2024-08-22_15_45_00_000/2/2834.jpg,1,,[1388],"[[223.0, 425.0]]",[0.83674985],[226.65],[0],[1610.0],"[[223.0, 426.0]]","[[35.0, 46.0]]",1388.0,1610.0,226.65,35.0,35.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2835,22_08_2024/2024-08-22_15_45_00_000/2/2835.jpg,1,,[319],"[[227.0, 439.0]]",[0.6862249],[181.61],[0],[357.0],"[[228.0, 439.0]]","[[17.0, 21.0]]",319.0,357.0,181.61,17.0,17.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2836,22_08_2024/2024-08-22_15_45_00_000/2/2836.jpg,1,,[319],"[[227.0, 439.0]]",[0.6862249],[181.61],[0],[357.0],"[[228.0, 439.0]]","[[17.0, 21.0]]",319.0,357.0,181.61,17.0,17.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2837,22_08_2024/2024-08-22_15_45_00_000/2/2837.jpg,1,,[540],"[[237.0, 438.0]]",[0.81520766],[188.28],[0],[690.0],"[[238.0, 438.0]]","[[23.0, 30.0]]",540.0,690.0,188.28,23.0,23.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2838,22_08_2024/2024-08-22_15_45_00_000/2/2838.jpg,1,,[540],"[[237.0, 438.0]]",[0.81520766],[188.28],[0],[690.0],"[[238.0, 438.0]]","[[23.0, 30.0]]",540.0,690.0,188.28,23.0,23.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2839,22_08_2024/2024-08-22_15_45_00_000/2/2839.jpg,1,,[131],"[[235.0, 436.0]]",[0.52598834],[168.97],[0],[140.0],"[[235.0, 437.0]]","[[10.0, 14.0]]",131.0,140.0,168.97,10.0,10.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2840,22_08_2024/2024-08-22_15_45_00_000/2/2840.jpg,1,,[131],"[[235.0, 436.0]]",[0.52598834],[168.97],[0],[140.0],"[[235.0, 437.0]]","[[10.0, 14.0]]",131.0,140.0,168.97,10.0,10.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2841,22_08_2024/2024-08-22_15_45_00_000/2/2841.jpg,1,,[3367],"[[215.0, 421.0]]",[0.85359836],[228.89],[0],[4661.0],"[[215.0, 423.0]]","[[59.0, 79.0]]",3367.0,4661.0,228.89,59.0,59.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2842,22_08_2024/2024-08-22_15_45_00_000/2/2842.jpg,1,,[3367],"[[215.0, 421.0]]",[0.8535984],[228.89],[0],[4661.0],"[[215.0, 423.0]]","[[59.0, 79.0]]",3367.0,4661.0,228.89,59.0,59.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2843,22_08_2024/2024-08-22_15_45_00_000/2/2843.jpg,1,,[2633],"[[224.0, 427.0]]",[0.73809034],[230.22],[0],[3456.0],"[[225.0, 431.0]]","[[54.0, 64.0]]",2633.0,3456.0,230.22,54.0,54.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2844,22_08_2024/2024-08-22_15_45_00_000/2/2844.jpg,1,,[2633],"[[224.0, 427.0]]",[0.73809063],[230.22],[0],[3456.0],"[[225.0, 431.0]]","[[54.0, 64.0]]",2633.0,3456.0,230.22,54.0,54.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2845,22_08_2024/2024-08-22_15_45_00_000/2/2845.jpg,1,,[2497],"[[226.0, 430.0]]",[0.8883886],[229.88],[0],[2940.0],"[[227.0, 433.0]]","[[49.0, 60.0]]",2497.0,2940.0,229.88,49.0,49.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2846,22_08_2024/2024-08-22_15_45_00_000/2/2846.jpg,1,,[2497],"[[226.0, 430.0]]",[0.8883886],[229.88],[0],[2940.0],"[[227.0, 433.0]]","[[49.0, 60.0]]",2497.0,2940.0,229.88,49.0,49.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2847,22_08_2024/2024-08-22_15_45_00_000/2/2847.jpg,1,,[3638],"[[219.0, 416.0]]",[0.61999637],[204.46],[0],[4774.0],"[[219.0, 419.0]]","[[62.0, 77.0]]",3638.0,4774.0,204.46,62.0,62.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2848,22_08_2024/2024-08-22_15_45_00_000/2/2848.jpg,1,,[3638],"[[219.0, 416.0]]",[0.6199962],[204.46],[0],[4774.0],"[[219.0, 419.0]]","[[62.0, 77.0]]",3638.0,4774.0,204.46,62.0,62.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2849,22_08_2024/2024-08-22_15_45_00_000/2/2849.jpg,2,,"[1432, 1128]","[[223.0, 416.0], [220.0, 414.0]]","[0.7886089, 0.35187623]","[189.59, 190.62]","[0, 0]","[2160.0, 1462.0]","[[224.0, 416.0], [219.0, 415.0]]","[[45.0, 48.0], [34.0, 43.0]]",1280.0,1811.0,190.105,39.5,39.5,3.61,5.1,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2850,22_08_2024/2024-08-22_15_45_00_000/2/2850.jpg,2,,"[1432, 1128]","[[223.0, 416.0], [220.0, 414.0]]","[0.7885885, 0.3519218]","[189.59, 190.62]","[0, 0]","[2160.0, 1462.0]","[[224.0, 416.0], [219.0, 415.0]]","[[45.0, 48.0], [34.0, 43.0]]",1280.0,1811.0,190.105,39.5,39.5,3.61,5.1,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2851,22_08_2024/2024-08-22_15_45_00_000/2/2851.jpg,1,,[812],"[[233.0, 426.0]]",[0.8882087],[191.44],[0],[1023.0],"[[233.0, 427.0]]","[[31.0, 33.0]]",812.0,1023.0,191.44,31.0,31.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2852,22_08_2024/2024-08-22_15_45_00_000/2/2852.jpg,1,,[812],"[[233.0, 426.0]]",[0.8882086],[191.44],[0],[1023.0],"[[233.0, 427.0]]","[[31.0, 33.0]]",812.0,1023.0,191.44,31.0,31.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2853,22_08_2024/2024-08-22_15_45_00_000/2/2853.jpg,1,,[1093],"[[222.0, 430.0]]",[0.83842844],[184.48],[0],[1290.0],"[[223.0, 432.0]]","[[43.0, 30.0]]",1093.0,1290.0,184.48,43.0,43.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2854,22_08_2024/2024-08-22_15_45_00_000/2/2854.jpg,1,,[1093],"[[222.0, 430.0]]",[0.83842844],[184.48],[0],[1290.0],"[[223.0, 432.0]]","[[43.0, 30.0]]",1093.0,1290.0,184.48,43.0,43.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2855,22_08_2024/2024-08-22_15_45_00_000/2/2855.jpg,1,,[1131],"[[215.0, 428.0]]",[0.8192586],[217.24],[0],[1287.0],"[[216.0, 429.0]]","[[33.0, 39.0]]",1131.0,1287.0,217.24,33.0,33.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2856,22_08_2024/2024-08-22_15_45_00_000/2/2856.jpg,1,,[1131],"[[215.0, 428.0]]",[0.8192586],[217.24],[0],[1287.0],"[[216.0, 429.0]]","[[33.0, 39.0]]",1131.0,1287.0,217.24,33.0,33.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_15_45_00_000,2,6.0,2857,22_08_2024/2024-08-22_15_45_00_000/2/2857.jpg,1,,[1054],"[[226.0, 436.0]]",[0.9219752],[223.91],[0],[1200.0],"[[226.0, 437.0]]","[[40.0, 30.0]]",1054.0,1200.0,223.91,40.0,40.0,0.0,0.0,1,1,0
